program_id,category,term,term_id,description,fdr,p_value,number_of_genes,number_of_genes_in_background,ncbiTaxonId,inputGenes
49,Process,GO:0015980,NA,Energy derivation by oxidation of organic compounds,7.02e-08,3.94e-10,21,275,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Cox7a2|Ndufb7|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6b1|Hmgb1|Atp5c1|Ndufb11|Atp5f1|Cox6c|Atp5j2|Cox4i1|Cox5b
49,Process,GO:0010639,NA,Negative regulation of organelle organization,7.26e-08,4.13e-10,24,367,10090,Rdx|Cdc20|Prelid1|Trip13|Rad21|Bub1|Stmn1|Bub1b|Ckap2|Hnrnpa1|Hnrnpu|Cenpe|Birc5|Spc24|H3f3b|Nuf2|Tmsb4x|Tmsb10|Mad2l1|Zwilch|Tpr|Cdk5rap2|Tpx2|Cfl1
49,Process,GO:0015986,NA,Proton motive force-driven ATP synthesis,1.07e-07,6.22e-10,12,69,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Ndufb7|Atp5c1|Ndufb11|Atp5f1|Atp5j2|Atp5g2
49,Process,GO:0034508,NA,Centromere complex assembly,1.49e-07,8.81e-10,9,28,10090,Cenpk|Nasp|Cenpn|Dlgap5|Cenpe|Cenph|Cenpw|H3f3b|Cenpa
49,Process,GO:0051988,NA,Regulation of attachment of spindle microtubules to kinetochore,2.27e-07,1.38e-09,8,19,10090,Nek2|Hnrnpu|Cenpe|Ccnb1|Birc5|Cdca8|Knstrn|Racgap1
49,Process,GO:0042776,NA,Proton motive force-driven mitochondrial ATP synthesis,4.38e-07,2.71e-09,11,62,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Ndufb7|Atp5c1|Ndufb11|Atp5f1|Atp5j2
49,Process,GO:0006091,NA,Generation of precursor metabolites and energy,5.68e-07,3.55e-09,23,378,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Acat1|Cox7a2|Ndufb7|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6b1|Hmgb1|Atp5c1|Ndufb11|Atp5f1|Gapdh|Cox6c|Atp5j2|Cox4i1|Cox5b
49,Process,GO:0000387,NA,Spliceosomal snRNP assembly,5.91e-07,3.73e-09,9,34,10090,Snrpd1|Lsm2|Snrpf|Snrpd3|Lsm4|Snrpd2|Snrpg|Snrpe|Snrpc
49,Process,GO:0006338,NA,Chromatin remodeling,6.02e-07,3.84e-09,20,284,10090,Hist1h2bc|Dek|Nasp|Rbbp7|Ptma|Hist1h1c|H1fx|Npm3|Morf4l1|Pih1d1|Hist1h4i|Actb|Set|Anp32b|H3f3b|Top1|Anp32e|Hp1bp3|H1f0|Nap1l1
49,KEGG,mmu04110,NA,Cell cycle,8.75e-07,2.37e-08,13,121,10090,Cdc20|Rad21|Anapc11|Bub1|Ccna2|Ccnb2|Bub1b|Cdc25c|Ywhae|Ccnb1|Anapc5|Mad2l1|Dbf4
49,Process,GO:0051382,NA,Kinetochore assembly,9.22e-07,5.99e-09,7,14,10090,Cenpk|Cenpn|Dlgap5|Cenpe|Cenph|Cenpw|Cenpa
49,Process,GO:0022618,NA,Ribonucleoprotein complex assembly,1.52e-06,9.98e-09,16,185,10090,Snrpd1|Lsm2|Snrpf|Snrpd3|Psip1|Nudt21|Lsm4|Rpsa|Snrpd2|Pih1d1|Snrpg|Ckap5|Rps27l|Srsf1|Snrpe|Snrpc
49,Process,GO:0044772,NA,Mitotic cell cycle phase transition,1.6e-06,1.07e-08,15,160,10090,Calm3|Ccna2|Cks1b|Nasp|Ccnb2|Bub1b|Cdc25c|Ccnb1|Foxm1|Tacc3|Cks2|Ube2s|Birc5|Anp32b|Calm1
49,Process,GO:0050684,NA,Regulation of mRNA processing,1.98e-06,1.35e-08,15,163,10090,Larp7|Nudt21|Rbm3|Hnrnpa1|Hnrnpu|Khdrbs1|Ccnb1|Snrpa|Hnrnpa2b1|Dazap1|Srsf2|Hnrnpk|Srsf3|Ptbp1|Hnrnpl
49,Process,GO:0070507,NA,Regulation of microtubule cytoskeleton organization,1.98e-06,1.35e-08,15,163,10090,Rhoa|Gpsm2|Stmn1|Kif15|Ckap2|Hnrnpu|Ska1|Tacc3|Rac1|Psrc1|Ckap5|Ccsap|Tpr|Cdk5rap2|Tpx2
49,Process,GO:0009205,NA,Purine ribonucleoside triphosphate metabolic process,2.48e-06,1.74e-08,16,193,10090,Gnai3|Rhoa|Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Ndufb7|Ran|Atp5c1|Ndufb11|Atp5f1|Gapdh|Atp5j2|Atp5g2
49,Process,GO:0051225,NA,Spindle assembly,2.51e-06,1.79e-08,12,96,10090,Cdc20|Rhoa|Nek2|Ccnb2|Kif23|Kif4|Cenpe|Aspm|Birc5|Cdca8|Racgap1|Tpx2
49,Process,GO:1901992,NA,Positive regulation of mitotic cell cycle phase transition,2.51e-06,1.79e-08,12,96,10090,Rdx|Lmnb1|Anapc11|Larp7|Rrm1|Cdc25c|Cenpe|Ccnb1|Birc5|Anapc5|Anp32b|Dbf4
49,Process,GO:0051303,NA,Establishment of chromosome localization,2.77e-06,2.05e-08,11,77,10090,Nde1|Kif22|Cenpe|Kif2c|Ccnb1|Birc5|Cdca8|Cenpq|Psrc1|Nuf2|Cenpf
49,Process,GO:0006403,NA,RNA localization,5.73e-06,4.59e-08,15,180,10090,Alyref|Sem1|Hnrnpa1|Hnrnpu|Ybx1|Pih1d1|Hnrnpa2b1|Ckap5|Ran|Hnrnpa3|Srsf3|Tpr|Srsf1|Ssb|Ddx39
49,Process,GO:0045931,NA,Positive regulation of mitotic cell cycle,6.35e-06,5.17e-08,13,130,10090,Rdx|Lmnb1|Anapc11|Larp7|Rrm1|Cdc25c|Cenpe|Ccnb1|Birc5|Hmgb1|Anapc5|Anp32b|Dbf4
49,KEGG,mmu04932,NA,Non-alcoholic fatty liver disease,6.45e-06,1.94e-07,13,147,10090,Ndufa2|Ndufb8|Cox7a2|Ndufb7|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6b1|Ndufb11|Cox6c|Cox4i1|Ndufa4
49,Process,GO:0090266,NA,Regulation of mitotic cell cycle spindle assembly checkpoint,8.97e-06,7.35e-08,7,22,10090,Anapc15|Ccnb1|Birc5|Cdca8|Mad2l1|Tpr|Cdk5rap2
49,Process,GO:0031497,NA,Chromatin assembly,1.09e-05,9.17e-08,14,163,10090,Hist1h2bc|Lmnb1|Nasp|Cbx3|Hist1h1c|H1fx|Hmgb1|Hist1h4i|Set|Anp32b|H3f3b|Hp1bp3|H1f0|Nap1l1
49,Process,GO:0090307,NA,Mitotic spindle assembly,1.1e-05,9.34e-08,9,52,10090,Cdc20|Rhoa|Nek2|Kif23|Kif4|Birc5|Cdca8|Racgap1|Tpx2
49,KEGG,mmu03050,NA,Proteasome,1.43e-05,4.75e-07,8,46,10090,Psmb4|Psmb6|Psma6|Psmc1|Psmb7|Sem1|Psmc3|Psmb3
49,Process,GO:0043484,NA,Regulation of RNA splicing,1.49e-05,1.3e-07,15,196,10090,Larp7|Rbm3|Hnrnpa1|Hnrnpu|Khdrbs1|Hnrnpa2b1|Dazap1|Srsf2|Hnrnph2|Hnrnpk|Srsf3|Srsf1|Ptbp1|Hnrnpf|Hnrnpl
49,Process,GO:0022613,NA,Ribonucleoprotein complex biogenesis,1.51e-05,1.33e-07,22,428,10090,Snrpd1|Lsm2|Snrpf|Snrpd3|Exosc8|Psip1|Nudt21|Lsm4|Rpsa|Snrpd2|Gtf2h5|Npm3|Rps17|Pih1d1|Snrpg|Ckap5|Ran|Lsm6|Rps27l|Srsf1|Snrpe|Snrpc
49,Process,GO:0034728,NA,Nucleosome organization,1.63e-05,1.45e-07,13,143,10090,Hist1h2bc|Nasp|Ptma|Hist1h1c|H1fx|Hist1h4i|Set|Anp32b|H3f3b|Anp32e|Hp1bp3|H1f0|Nap1l1
49,KEGG,mmu04914,NA,Progesterone-mediated oocyte maturation,2.1e-05,7.6e-07,10,90,10090,Gnai3|Anapc11|Bub1|Ccna2|Kif22|Ccnb2|Cdc25c|Ccnb1|Anapc5|Mad2l1
49,Process,GO:0048024,NA,"Regulation of mRNA splicing, via spliceosome",2.63e-05,2.36e-07,12,124,10090,Larp7|Rbm3|Hnrnpa1|Hnrnpu|Khdrbs1|Hnrnpa2b1|Dazap1|Srsf2|Hnrnpk|Srsf3|Ptbp1|Hnrnpl
49,Process,GO:0006334,NA,Nucleosome assembly,3.09e-05,2.79e-07,11,102,10090,Hist1h2bc|Nasp|Hist1h1c|H1fx|Hist1h4i|Set|Anp32b|H3f3b|Hp1bp3|H1f0|Nap1l1
49,Process,GO:0060236,NA,Regulation of mitotic spindle organization,3.31e-05,3.01e-07,8,43,10090,Gpsm2|Kif15|Hnrnpu|Tacc3|Psrc1|Ccsap|Tpr|Tpx2
49,Process,GO:0007093,NA,Mitotic cell cycle checkpoint signaling,3.79e-05,3.49e-07,12,129,10090,Cdc20|Trip13|Bub1|Bub1b|Cenpe|Birc5|Spc24|Nuf2|Mad2l1|Zwilch|Tpr|Rps27l
49,Process,GO:0051310,NA,Metaphase plate congression,3.86e-05,3.58e-07,9,62,10090,Kif22|Cenpe|Kif2c|Ccnb1|Cdca8|Cenpq|Psrc1|Nuf2|Cenpf
49,Process,GO:0050658,NA,RNA transport,5.41e-05,5.12e-07,13,161,10090,Alyref|Sem1|Hnrnpa1|Ybx1|Hnrnpa2b1|Ckap5|Ran|Hnrnpa3|Srsf3|Tpr|Srsf1|Ssb|Ddx39
49,Process,GO:0019646,NA,Aerobic electron transport chain,5.41e-05,5.13e-07,9,65,10090,Ndufb8|Cox7a2|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6c|Cox4i1|Cox5b
49,Process,GO:0046034,NA,ATP metabolic process,6.79e-05,6.64e-07,13,165,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Ndufb7|Atp5c1|Ndufb11|Atp5f1|Gapdh|Atp5j2|Atp5g2
49,Process,GO:0051256,NA,Mitotic spindle midzone assembly,6.79e-05,6.67e-07,5,9,10090,Kif23|Kif4|Birc5|Cdca8|Racgap1
49,Process,GO:1901991,NA,Negative regulation of mitotic cell cycle phase transition,7.57e-05,7.54e-07,13,167,10090,Cdc20|Trip13|Rad21|Bub1|Bub1b|Cenpe|Birc5|Spc24|Nuf2|Mad2l1|Zwilch|Tpr|Rps27l
49,KEGG,mmu04260,NA,Cardiac muscle contraction,9.19e-05,3.6e-06,9,84,10090,Cox7a2|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6b1|Tpm3|Cox6c|Cox4i1
49,Process,GO:0010948,NA,Negative regulation of cell cycle process,0.00012,1.2e-06,16,269,10090,Cdc20|Trip13|Rad21|Nek2|Bub1|Bub1b|Cenpe|Birc5|Spc24|Nuf2|Tmsb4x|Mad2l1|Zwilch|Tpr|Cdk5rap2|Rps27l
49,Process,GO:0042775,NA,Mitochondrial ATP synthesis coupled electron transport,0.00012,1.24e-06,9,73,10090,Ndufb8|Cox7a2|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6c|Cox4i1|Cox5b
49,Process,GO:0006123,NA,"Mitochondrial electron transport, cytochrome c to oxygen",0.00013,1.39e-06,6,22,10090,Cox7a2|Cox8a|Cox6a1|Cox6c|Cox4i1|Cox5b
49,KEGG,mmu04114,NA,Oocyte meiosis,0.00013,5.44e-06,10,114,10090,Cdc20|Calm3|Anapc11|Bub1|Ccnb2|Cdc25c|Ywhae|Ccnb1|Anapc5|Mad2l1
49,Process,GO:1903312,NA,Negative regulation of mRNA metabolic process,0.00015,1.55e-06,10,98,10090,Hnrnpa0|Hnrnpu|Ybx1|Hnrnpa2b1|Hnrnpab|Hnrnpk|Srsf1|Ptbp1|Hnrnpd|Hnrnpl
49,Process,GO:0051987,NA,Positive regulation of attachment of spindle microtubules to kinetochore,0.00019,2e-06,5,12,10090,Hnrnpu|Cenpe|Ccnb1|Birc5|Cdca8
49,Process,GO:0009152,NA,Purine ribonucleotide biosynthetic process,0.0002,2.2e-06,13,185,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Acat1|Ndufb7|Atp5c1|Ndufb11|Atp5f1|Atp5j2|Atp5g2
49,Process,GO:0051656,NA,Establishment of organelle localization,0.00029,3.16e-06,19,402,10090,Nde1|Lmnb1|Gpsm2|Kif22|Cenpe|Kif2c|Ccnb1|Tacc3|Birc5|Cdca8|Cenpq|Psrc1|Ran|Nuf2|Mad2l1|Cdk5rap2|Cenpa|Cenpf|Cfl1
49,Process,GO:1901988,NA,Negative regulation of cell cycle phase transition,0.00029,3.27e-06,14,224,10090,Cdc20|Trip13|Rad21|Bub1|Bub1b|Cenpe|Birc5|Spc24|Nuf2|Tmsb4x|Mad2l1|Zwilch|Tpr|Rps27l
49,Process,GO:0051984,NA,Positive regulation of chromosome segregation,0.00048,5.56e-06,6,29,10090,Hnrnpu|Smc4|Cenpe|Ccnb1|Birc5|Cdca8
49,Process,GO:1905820,NA,Positive regulation of chromosome separation,0.00048,5.56e-06,6,29,10090,Anapc11|Smc4|Cenpe|Birc5|Cdca8|Anapc5
49,Process,GO:0009150,NA,Purine ribonucleotide metabolic process,0.00065,7.86e-06,18,390,10090,Gnai3|Rhoa|Ndufa2|Hint1|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Acat1|Ndufb7|Ran|Atp5c1|Ndufb11|Atp5f1|Gapdh|Atp5j2|Atp5g2
49,Process,GO:0007080,NA,Mitotic metaphase plate congression,0.00066,8.08e-06,7,49,10090,Kif22|Cenpe|Kif2c|Ccnb1|Cdca8|Psrc1|Nuf2
49,Process,GO:1901970,NA,Positive regulation of mitotic sister chromatid separation,0.00083,1.02e-05,5,18,10090,Anapc11|Cenpe|Birc5|Cdca8|Anapc5
49,Process,GO:0022900,NA,Electron transport chain,0.00093,1.16e-05,10,125,10090,Ndufa2|Ndufb8|Cox7a2|Cox8a|Cox6a1|Uqcrq|Uqcr10|Cox6c|Cox4i1|Cox5b
49,Process,GO:0009165,NA,Nucleotide biosynthetic process,0.00097,1.22e-05,14,253,10090,Ndufa2|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Rrm1|Acat1|Ndufb7|Atp5c1|Ndufb11|Atp5f1|Atp5j2|Atp5g2
49,Process,GO:0044839,NA,Cell cycle G2/M phase transition,0.001,1.29e-05,7,53,10090,Calm3|Ccna2|Ccnb2|Cdc25c|Foxm1|Birc5|Calm1
49,Process,GO:0032465,NA,Regulation of cytokinesis,0.0012,1.54e-05,9,102,10090,Rhoa|Calm3|Kif23|Birc5|Cdca8|Kif20b|Racgap1|Kif20a|Calm1
49,KEGG,mmu05322,NA,Systemic lupus erythematosus,0.0012,5.43e-05,8,93,10090,Snrpd1|Hist1h2bc|Snrpd3|H2afz|Hist1h4i|H3f3b|H2afv|Ssb
49,Process,GO:0051302,NA,Regulation of cell division,0.0018,2.42e-05,12,200,10090,Hdgf|Rhoa|Calm3|Kif23|Aspm|Ybx1|Birc5|Cdca8|Kif20b|Racgap1|Kif20a|Calm1
49,Process,GO:0000079,NA,Regulation of cyclin-dependent protein serine/threonine kinase activity,0.0019,2.56e-05,8,83,10090,Ccna2|Cks1b|Ccnb2|Ccnb1|Cks2|Actb|Psrc1|Cdk5rap2
49,Process,GO:0051653,NA,Spindle localization,0.0021,2.96e-05,7,61,10090,Nde1|Gpsm2|Aspm|Mad2l1|Cdk5rap2|Cenpa|Cfl1
49,Process,GO:0051168,NA,Nuclear export,0.0023,3.24e-05,10,142,10090,Alyref|Sem1|Hnrnpa1|Rangap1|Hnrnpa2b1|Ran|Srsf3|Tpr|Ssb|Ddx39
49,Process,GO:0008608,NA,Attachment of spindle microtubules to kinetochore,0.0024,3.37e-05,5,24,10090,Knl1|Cenpe|Kif2c|Spc24|Nuf2
49,Process,GO:0009117,NA,Nucleotide metabolic process,0.0027,3.82e-05,19,484,10090,Gnai3|Rhoa|Ndufa2|Hint1|Atp5j|Atp5o|Ndufb8|Atp5b|Atp5a1|Rrm1|Acat1|Ndufb7|Ran|Atp5c1|Ndufb11|Atp5f1|Gapdh|Atp5j2|Atp5g2
49,KEGG,mmu03018,NA,RNA degradation,0.0028,0.00013,7,79,10090,Lsm2|Exosc8|Lsm4|Lsm3|Lsm6|Lsm5|Ddx6
49,Process,GO:0090267,NA,Positive regulation of mitotic cell cycle spindle assembly checkpoint,0.0032,4.58e-05,4,12,10090,Birc5|Cdca8|Mad2l1|Tpr
49,Process,GO:0140013,NA,Meiotic nuclear division,0.0034,4.95e-05,11,182,10090,Trip13|Bub1|Ccnb2|Bub1b|Smc4|Mnd1|Cenpe|Aspm|Cks2|Birc5|Nuf2
49,Process,GO:0031110,NA,Regulation of microtubule polymerization or depolymerization,0.0037,5.43e-05,8,93,10090,Stmn1|Ckap2|Ska1|Rac1|Psrc1|Ckap5|Cdk5rap2|Tpx2
49,Process,GO:1905913,NA,Negative regulation of calcium ion export across plasma membrane,0.0049,7.42e-05,3,4,10090,Calm3|Ywhae|Calm1
49,Process,GO:0000086,NA,G2/M transition of mitotic cell cycle,0.0053,7.98e-05,6,49,10090,Calm3|Ccna2|Cdc25c|Foxm1|Birc5|Calm1
49,Process,GO:0051781,NA,Positive regulation of cell division,0.0057,8.74e-05,8,100,10090,Hdgf|Rhoa|Kif23|Ybx1|Birc5|Cdca8|Kif20b|Racgap1
49,Process,GO:0051028,NA,mRNA transport,0.0062,9.61e-05,9,131,10090,Alyref|Sem1|Hnrnpa1|Hnrnpa2b1|Hnrnpa3|Srsf3|Tpr|Srsf1|Ddx39
49,Process,GO:1902369,NA,Negative regulation of RNA catabolic process,0.0074,0.00012,7,77,10090,Hnrnpa0|Hnrnpu|Ybx1|Hnrnpab|Srsf1|Slirp|Hnrnpd
49,Process,GO:0032467,NA,Positive regulation of cytokinesis,0.0075,0.00012,6,53,10090,Rhoa|Kif23|Birc5|Cdca8|Kif20b|Racgap1
49,Process,GO:0090169,NA,Regulation of spindle assembly,0.0081,0.00013,5,33,10090,Gpsm2|Kif15|Hnrnpu|Ccsap|Tpr
49,Process,GO:0051651,NA,Maintenance of location in cell,0.0085,0.00014,8,107,10090,Gpsm2|Txn1|Hnrnpu|Rangap1|Aspm|Ftl1|Tmsb4x|Tmsb10
49,Process,GO:0051293,NA,Establishment of spindle localization,0.0097,0.00016,6,56,10090,Nde1|Gpsm2|Mad2l1|Cdk5rap2|Cenpa|Cfl1
49,Process,GO:0051642,NA,Centrosome localization,0.0102,0.00017,5,35,10090,Nde1|Gpsm2|Dlgap5|Aspm|Mad2l1
49,Process,GO:0000395,NA,mRNA 5-splice site recognition,0.0106,0.00017,3,6,10090,Psip1|Srsf1|Snrpc
49,Process,GO:0098761,NA,Cellular response to interleukin-7,0.0106,0.00017,4,18,10090,Hdgf|Atp5b|Ybx1|Hmgb1
49,Process,GO:0031109,NA,Microtubule polymerization or depolymerization,0.0113,0.00019,6,58,10090,Nde1|Stmn1|Kif2c|Ckap5|Ccsap|Tpx2
49,KEGG,mmu03013,NA,RNA transport,0.0117,0.0006,9,170,10090,Eif1b|Alyref|Nup210l|Rangap1|Tacc3|Eif1ax|Ran|Tpr|Eif4g2
49,Process,GO:2001252,NA,Positive regulation of chromosome organization,0.0121,0.0002,8,114,10090,Rad21|Nek2|Sfpq|Hnrnpa1|Smc4|Hnrnpa2b1|Tpr|Hnrnpd
49,Process,GO:0031145,NA,Anaphase-promoting complex-dependent catabolic process,0.0123,0.00021,4,19,10090,Cdc20|Anapc11|Ube2s|Anapc5
49,Process,GO:0000132,NA,Establishment of mitotic spindle orientation,0.0124,0.00021,5,37,10090,Nde1|Gpsm2|Mad2l1|Cdk5rap2|Cenpa
49,Process,GO:0032506,NA,Cytokinetic process,0.0124,0.00021,5,37,10090,Rhoa|Anln|Racgap1|Cep55|Kif20a
49,Process,GO:0006405,NA,RNA export from nucleus,0.0127,0.00022,7,86,10090,Alyref|Sem1|Hnrnpa2b1|Srsf3|Tpr|Ssb|Ddx39
49,Process,GO:0043388,NA,Positive regulation of DNA binding,0.0138,0.00024,6,61,10090,Calm3|Txn1|Hmgb2|Hmgb1|H1f0|Calm1
49,KEGG,mmu05017,NA,Spinocerebellar ataxia,0.0138,0.00075,8,140,10090,Psmb4|Psmb6|Psma6|Psmc1|Psmb7|Sem1|Psmc3|Psmb3
49,Process,GO:1903490,NA,Positive regulation of mitotic cytokinesis,0.0141,0.00025,3,7,10090,Birc5|Cdca8|Kif20b
49,Process,GO:1902115,NA,Regulation of organelle assembly,0.0143,0.00025,11,221,10090,Rdx|Rhoa|Dynll1|Gpsm2|Mns1|Kif15|Hnrnpu|Ccsap|Tpr|Cdk5rap2|Sept7
49,Process,GO:0030261,NA,Chromosome condensation,0.0149,0.00026,5,39,10090,Banf1|Hist1h1c|Smc4|H1fx|H1f0
49,Process,GO:0046825,NA,Regulation of protein export from nucleus,0.0149,0.00026,5,39,10090,Txn1|Rangap1|Ywhae|Anp32b|Tpr
49,Process,GO:0006913,NA,Nucleocytoplasmic transport,0.015,0.00027,12,261,10090,Alyref|Sem1|Hnrnpa1|Rangap1|Anp32a|Hnrnpa2b1|Ran|Srsf3|Tpr|Ssb|Ddx39|Cfl1
49,Process,GO:0045292,NA,"mRNA cis splicing, via spliceosome",0.0162,0.00029,4,21,10090,Cwc15|Psip1|Srsf1|Snrpc
49,Process,GO:0006281,NA,DNA repair,0.0163,0.00029,17,477,10090,Trip13|Rad21|Rnaseh2c|Sfpq|Kif22|Rrm1|Morf4l2|Pclaf|Gtf2h5|Sem1|Smc4|Hmgn1|Nucks1|Foxm1|Morf4l1|Hmgb1|Swi5
49,Process,GO:0007163,NA,Establishment or maintenance of cell polarity,0.0168,0.0003,11,226,10090,Rhoa|Nde1|Gpsm2|Kif2c|Rac1|Actb|Ckap5|Mad2l1|Cdk5rap2|Cenpa|Cfl1
49,Process,GO:0000381,NA,"Regulation of alternative mRNA splicing, via spliceosome",0.0169,0.00031,6,64,10090,Hnrnpa1|Hnrnpu|Khdrbs1|Srsf2|Ptbp1|Hnrnpl
49,Process,GO:1902373,NA,Negative regulation of mRNA catabolic process,0.0181,0.00033,6,65,10090,Hnrnpa0|Hnrnpu|Ybx1|Hnrnpab|Srsf1|Hnrnpd
49,Process,GO:1902425,NA,Positive regulation of attachment of mitotic spindle microtubules to kinetochore,0.0183,0.00034,3,8,10090,Hnrnpu|Birc5|Cdca8
49,KEGG,mmu05034,NA,Alcoholism,0.0184,0.0011,8,148,10090,Gnai3|Hist1h2bc|Calm3|Gnb2|H2afz|Hist1h4i|H3f3b|H2afv
49,Process,GO:1901673,NA,Regulation of mitotic spindle assembly,0.0213,0.00039,4,23,10090,Kif15|Hnrnpu|Ccsap|Tpr
49,Process,GO:0007062,NA,Sister chromatid cohesion,0.0214,0.0004,5,43,10090,Cdc20|Rad21|Bub1|Kif22|Bub1b
49,Process,GO:0051321,NA,Meiotic cell cycle,0.0216,0.0004,14,357,10090,Trip13|Nek2|Bub1|Mki67|Ccnb2|Mns1|Bub1b|Smc4|Mnd1|Cenpe|Aspm|Cks2|Birc5|Nuf2
49,Process,GO:0070828,NA,Heterochromatin organization,0.0255,0.00048,6,70,10090,Lmnb1|Cbx3|Hmgb1|H3f3b|Hp1bp3|H1f0
49,Process,GO:0034504,NA,Protein localization to nucleus,0.0264,0.0005,10,202,10090,Hdgf|Lmnb1|Txn1|Hnrnpu|Rangap1|Ywhae|Ran|Tpr|Srsf1|Cfl1
49,Process,GO:0051099,NA,Positive regulation of binding,0.0264,0.0005,10,202,10090,Calm3|Txn1|Stmn1|Anxa2|Hmgb2|Hmgb1|Ran|Hnrnpl|H1f0|Calm1
49,Process,GO:0006406,NA,mRNA export from nucleus,0.027,0.00051,6,71,10090,Alyref|Sem1|Hnrnpa2b1|Srsf3|Tpr|Ddx39
49,KEGG,mmu05206,NA,MicroRNAs in cancer,0.027,0.0016,8,159,10090,Rdx|Rhoa|Vim|Stmn1|Kif23|Cdc25c|Marcks|Hnrnpk
49,Process,GO:0000380,NA,"Alternative mRNA splicing, via spliceosome",0.0274,0.00052,4,25,10090,Sfpq|Hnrnpa1|Hnrnpm|Srsf1
49,Process,GO:0048025,NA,"Negative regulation of mRNA splicing, via spliceosome",0.0274,0.00052,4,25,10090,Hnrnpa2b1|Hnrnpk|Ptbp1|Hnrnpl
49,Process,GO:0006417,NA,Regulation of translation,0.0282,0.00054,16,458,10090,Eif1b|Vim|Exosc8|Rbm3|Hnrnpu|Bzw1|Khdrbs1|Ybx1|Eif1ax|Gapdh|Tpr|Rps27l|Eif4g2|Ddx6|Hnrnpd|Hnrnpl
49,Process,GO:0070934,NA,CRD-mediated mRNA stabilization,0.0295,0.00057,3,10,10090,Hnrnpu|Ybx1|Hnrnpd
49,Process,GO:0090306,NA,Meiotic spindle assembly,0.0295,0.00057,3,10,10090,Ccnb2|Cenpe|Aspm
49,Process,GO:0071731,NA,Response to nitric oxide,0.0306,0.0006,4,26,10090,Atp5a1|Ccna2|Txn1|Hnrnpd
49,Process,GO:0051098,NA,Regulation of binding,0.0315,0.00062,15,418,10090,Calm3|Nek2|Larp7|Txn1|Stmn1|Anxa2|Nucks1|Hmgb2|Hmgb1|Actb|Ran|Hnrnpk|Hnrnpl|H1f0|Calm1
49,Process,GO:1900087,NA,Positive regulation of G1/S transition of mitotic cell cycle,0.0321,0.00063,5,48,10090,Rdx|Larp7|Rrm1|Anp32b|Dbf4
49,Process,GO:0051054,NA,Positive regulation of DNA metabolic process,0.0348,0.00069,13,334,10090,Cacybp|Nek2|Morf4l2|Hnrnpa1|Foxm1|Morf4l1|Hmgb1|Hnrnpa2b1|Rac1|Actb|Hnrnpab|Hnrnpd|Dbf4
49,Process,GO:0071459,NA,"Protein localization to chromosome, centromeric region",0.0348,0.00069,5,49,10090,Knl1|Bub1b|Hist1h4i|Zwilch|Cenpa
49,Process,GO:0034502,NA,Protein localization to chromosome,0.036,0.00072,7,106,10090,Rad21|Knl1|Bub1b|Pih1d1|Hist1h4i|Zwilch|Cenpa
49,Process,GO:0051315,NA,Attachment of mitotic spindle microtubules to kinetochore,0.0362,0.00072,3,11,10090,Cenpe|Kif2c|Nuf2
49,Process,GO:1900152,NA,"Negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.0362,0.00072,3,11,10090,Hnrnpu|Ybx1|Hnrnpd
49,Process,GO:0051235,NA,Maintenance of location,0.0378,0.00076,9,176,10090,Gpsm2|Txn1|Hnrnpu|Rangap1|Aspm|Tacc3|Ftl1|Tmsb4x|Tmsb10
49,Process,GO:0048144,NA,Fibroblast proliferation,0.0403,0.00081,5,51,10090,Cks1b|Cks2|Morf4l1|Dazap1|Prdx1
49,Process,GO:0061013,NA,Regulation of mRNA catabolic process,0.0404,0.00082,9,178,10090,Hnrnpa0|Vim|Exosc8|Hnrnpu|Ybx1|Hnrnpab|Hnrnpm|Srsf1|Hnrnpd
49,Process,GO:0045727,NA,Positive regulation of translation,0.042,0.00085,8,143,10090,Vim|Rbm3|Hnrnpu|Khdrbs1|Ybx1|Rps27l|Hnrnpd|Hnrnpl
49,Process,GO:0010971,NA,Positive regulation of G2/M transition of mitotic cell cycle,0.0424,0.00087,4,29,10090,Lmnb1|Rrm1|Cdc25c|Ccnb1
49,KEGG,mmu04971,NA,Gastric acid secretion,0.0448,0.0028,5,69,10090,Gnai3|Calm3|Car2|Actg1|Actb
